,"NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","BUILDING CLASS AT PRESENT
","LAND SQUARE FEET
","BLOCK
","LOT
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
",Predicted Values,Original Values
4407,11,10,12,0,569,5,0,0,0,0,0,1929,676836.8180850795,2900000
20071,36,13,15,0,1223,1446,1,0,1,0,0,1973,1146762.081040854,0
16409,35,13,9,0,1171,4578,0,0,0,0,0,0,6145832.868523928,1399480
1616,4,46,25,0,173,1312,0,0,1,0,0,1920,3721569.1211779895,0
14485,26,45,79,0,1027,1306,0,0,1,0,0,0,373586.26235458395,100
6151,13,13,16,0,2045,1008,1,0,1,0,0,2005,1382085.0357624781,573000
8838,25,10,12,0,1333,42,0,0,0,0,0,1928,195745.40703906445,699000
6732,15,13,13,0,2067,1108,1,0,1,0,0,1920,1679352.8350916742,435527
5615,13,7,7,2523,1948,26,4,0,4,2523,7893,1930,3329808.621317415,0
14712,32,10,10,0,1407,33,0,0,0,0,0,1960,49186.251192398835,3100000
11683,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
6403,14,7,6,1517,1709,104,4,0,4,1517,4136,1900,2710036.621317415,0
19633,32,13,16,0,1410,1264,1,0,1,0,0,0,2191866.505335216,3200000
8320,22,13,16,0,1847,1209,1,0,1,0,0,2008,1284505.1221942906,0
14953,27,10,16,0,1978,1,0,0,0,0,0,1956,-228915.84869817318,347000
11816,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,48705
596,2,13,18,0,699,1251,1,0,1,0,0,2009,1942073.4749505543,1250000
10657,26,13,16,0,1047,1165,1,0,1,0,0,1931,1152638.6211441238,0
20910,36,10,16,0,1124,46,0,0,0,0,0,1925,-468145.25163514446,700000
19183,34,10,16,0,1501,1,0,0,0,0,0,1961,-475667.07387432735,2450000
2765,8,13,16,0,53,1303,1,0,1,0,0,2007,1935736.291292639,2138325
16295,35,13,11,0,1171,2554,1,0,1,0,0,2013,2683425.661279747,7437225
13394,29,13,15,0,594,1394,1,0,1,0,0,2003,1337131.2175340294,3300000
278,2,9,11,0,791,70,0,0,0,0,0,1920,1197677.2928838884,605589
22629,35,7,72,1992,1124,17,10,0,10,1992,6383,1900,-1301475.378682585,6225000
10294,26,13,18,0,1010,1660,1,0,1,0,0,2009,1526174.885146325,22927037
17188,33,10,16,0,1407,1,0,0,0,0,0,1927,-417165.65244645625,23662400
9504,25,13,18,0,1320,1489,1,0,1,0,0,1957,1394493.7407636284,395000
1640,5,10,16,0,1067,26,0,0,0,0,0,1900,649019.5297400043,162280
21262,35,10,11,0,1125,24,0,0,0,0,0,1964,-135152.08211520687,2018100
8854,25,10,8,0,1010,61,0,0,0,0,0,1909,511066.6811329131,1400000
4856,12,13,15,0,601,1082,1,0,1,0,0,1920,1651444.0080950656,2090000
7857,21,10,12,0,331,120,0,0,0,0,0,1949,436880.8325691004,447500
17009,33,10,16,0,1391,54,0,0,0,0,0,1930,-358957.0326529839,3900000
13147,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,0
9123,25,10,11,0,1368,39,0,0,0,0,0,1925,262393.54184855754,850000
20330,32,17,21,0,1458,1103,0,0,0,0,0,1958,132984.2700137766,1100000
24504,38,10,11,0,2136,18,0,0,0,0,0,1921,-246041.13915154897,175000
5194,12,17,19,0,584,1002,0,0,0,0,0,1925,920009.4580858774,0
7408,19,13,16,0,943,1681,1,0,1,0,0,0,3142222.426862042,0
15906,35,13,11,0,1125,1302,1,0,1,0,0,1924,1328046.1412525005,1201535
778,2,13,16,0,767,1526,1,0,1,0,0,1929,2435932.4395554294,12219000
14422,26,45,79,0,1027,1292,0,0,1,0,0,0,357825.4007776766,0
14699,26,45,71,0,1027,1248,0,0,1,0,0,0,860003.2296308731,100
6996,18,10,11,0,731,50,0,0,0,0,0,1960,520868.3059211192,485000
24861,36,10,12,0,1215,35,0,0,0,0,0,1931,-210151.58986000344,355000
1677,5,13,13,0,1077,1031,1,0,1,0,0,2013,1920223.501218054,1955040
6383,19,13,11,0,943,1200,1,0,1,0,0,0,2945544.2323861956,0
21659,36,13,18,0,1151,1225,1,0,1,0,0,0,1870455.3906766963,915000
6237,13,17,21,0,1600,1002,0,0,0,0,0,2000,679885.0521476283,309500
7171,18,29,66,19800,710,11,0,1,1,19800,51845,1929,6288207.621317415,0
6313,13,31,37,2798,2026,25,0,0,0,2798,0,0,-1088429.378682585,0
8074,22,7,4,3028,1842,21,20,0,20,3028,11390,1920,6413666.621317415,4350000
6173,13,15,19,0,1720,1204,1,0,1,0,0,1909,1356414.455130125,0
20655,37,13,15,0,1888,1007,1,0,1,0,0,0,1780322.2558483393,1276000
5514,13,7,6,1998,1913,37,4,0,4,1998,5207,1910,2872294.621317415,0
17565,33,10,16,0,1446,23,0,0,0,0,0,1963,-414703.4928602874,2450000
18953,32,10,12,0,1431,13,0,0,0,0,0,1962,-112951.50810539583,265000
13130,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,18850
24289,40,10,16,0,2179,10,0,0,0,0,0,1939,-683997.8143863571,1100000
19780,32,13,16,0,1420,1572,1,0,1,0,0,1951,1373650.0219230368,3024500
13290,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,35625
402,2,10,10,0,751,1,0,0,0,0,0,1960,1114158.061832937,71458
15488,28,13,13,0,866,1262,1,0,1,0,0,0,2552822.3865064275,1350000
1883,5,13,16,0,1090,1416,1,0,1,0,0,2005,2151260.2380834646,1750000
1728,5,13,13,0,1077,1090,1,0,1,0,0,2013,1986644.2750064475,799326
11848,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
20200,32,17,21,0,1409,1103,0,0,0,0,0,1929,151318.61672402173,119000
17001,28,13,16,0,912,1235,1,0,1,0,0,0,2314575.63693637,1600000
6793,21,13,11,0,274,1006,1,0,1,0,0,0,2668600.0246316823,10
22601,34,13,16,0,1615,1087,1,0,1,0,0,2008,717066.996337268,1781937
22793,35,45,97,0,1138,1584,0,0,1,0,0,0,-883310.5717432438,290000
20829,33,13,13,0,1583,1084,1,0,1,0,0,1963,984357.7610029173,0
12302,26,37,47,9876,1012,29,0,3,3,9876,49008,1963,6461783.621317415,62325000
395,2,10,12,0,752,1,0,0,0,0,0,1963,974418.2267130842,90998
12940,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,0
12302,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,63000
16748,31,13,13,0,218,1131,1,0,1,0,0,2004,1113732.232580286,5000000
10735,29,15,15,0,518,1204,1,0,1,0,0,0,2217092.045881095,2850000
3761,10,10,16,0,902,1,0,0,0,0,0,1962,406079.84653996164,10000
14587,26,45,79,0,1027,1328,0,0,1,0,0,0,398353.3305468657,100
20368,33,13,13,0,1516,1040,1,0,1,0,0,1928,957115.1599160344,588000
7773,22,13,15,0,1845,1291,1,0,1,0,0,1989,1457167.4232774354,686000
16787,33,10,10,0,1543,14,0,0,0,0,0,1940,657.6490156576037,860000
3900,10,13,13,0,870,1395,1,0,1,0,0,1987,2168622.0547279934,0
16686,31,13,13,0,190,1804,1,0,1,0,0,2013,1866589.9907903117,6800000
16630,35,17,17,0,1158,1208,0,0,0,0,0,1963,421582.54783630837,1396000
9333,25,10,12,0,1367,20,0,0,0,0,0,1948,158329.649292734,580000
556,2,13,13,0,691,1123,1,0,1,0,0,2013,2140572.8978614532,7484137
20343,32,17,21,0,1458,1202,0,0,0,0,0,0,1413362.0768790473,894134
1549,5,7,9,2510,1075,52,20,0,20,2510,10015,1901,6478291.621317415,0
14351,32,7,4,2711,1440,19,20,0,20,2711,10060,1910,5792942.621317415,8250000
21926,33,13,16,0,1524,1044,1,0,1,0,0,1928,754559.5257762573,1300000
2799,9,10,11,0,818,73,0,0,0,0,0,1910,900994.6676756791,2100000
11814,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,58900
8167,22,13,16,0,1833,1151,1,0,1,0,0,1961,1247560.9375786032,836550
2547,8,13,18,0,28,1054,1,0,1,0,0,1987,1529951.2143399683,495000
7580,20,13,16,0,508,1018,1,0,1,0,0,0,2368656.0078934985,700000
24528,38,13,13,0,2111,1023,1,0,1,0,0,2012,694206.3874173616,631315
8342,24,22,40,1681,1298,37,0,1,1,1681,1680,1915,-1945518.378682585,1742000
394,2,10,16,0,752,1,0,0,0,0,0,1963,698562.2440942037,86076
24092,39,13,18,0,2135,1023,1,0,1,0,0,0,1513806.0544448118,735000
12675,28,10,10,0,884,1,0,0,0,0,0,1984,154711.15057311673,751500
7991,24,13,15,0,1310,1349,1,0,1,0,0,1956,1480826.6533118826,515000
16916,36,9,6,0,1201,48,0,0,0,0,0,1900,288824.7302286709,0
22816,37,10,16,0,1237,17,0,0,0,0,0,1920,-536407.2044416014,2800000
1764,5,13,13,0,1061,1214,0,0,0,0,0,0,3172482.920756139,999000
16778,31,15,15,0,218,1006,1,0,1,0,0,0,1927953.3687764355,3925000
3628,10,13,13,0,882,1273,0,0,0,0,0,0,3061414.2203633217,3535691
7468,19,13,16,0,969,1255,1,0,1,0,0,1988,1475263.9855225594,0
2168,7,15,15,0,763,1003,1,0,1,0,0,1920,1636834.6425972977,6450000
2151,7,10,16,0,841,69,0,0,0,0,0,1907,625471.3849529554,0
14369,26,45,79,0,1027,1285,0,0,1,0,0,0,349944.96998922294,100
14888,26,45,71,0,1027,1267,0,0,1,0,0,0,881392.9703423898,0
24798,39,10,11,0,2179,261,0,0,0,0,0,1937,-19170.00030631991,499000
7442,19,13,18,0,968,1379,1,0,1,0,0,1984,1479341.0405618516,0
14708,26,45,71,0,1027,1250,0,0,1,0,0,0,862254.7812847164,0
3891,10,13,18,0,870,1596,1,0,1,0,0,1987,2050083.0176657005,0
22989,36,9,9,0,1253,90,0,0,0,0,0,1930,110221.44985374669,810000
2798,9,10,11,0,816,31,0,0,0,0,0,1964,821515.770565785,410000
8523,24,43,49,0,1296,1112,0,0,1,0,0,1955,1227368.7371994243,0
8986,25,13,15,0,1338,1227,1,0,1,0,0,1977,1294117.2724868055,0
20375,34,13,18,0,1554,1072,1,0,1,0,0,0,1762299.8400592026,990000
10218,26,13,13,0,1010,1687,1,0,1,0,0,2009,1901390.8107468174,47782186
7619,21,7,9,4942,350,23,19,2,21,4942,20022,1920,7830790.621317415,0
12519,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
18485,32,10,12,0,1390,132,0,0,0,0,0,1920,46944.41152525321,610000
23783,38,13,18,0,1882,1148,1,0,1,0,0,2005,499060.6200936162,0
16426,35,13,9,0,1171,4609,0,0,0,0,0,0,6180731.919158508,3678609
14192,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,63000
14556,26,45,79,0,1027,1319,0,0,1,0,0,0,388221.34810456866,0
15184,28,10,16,0,891,3,0,0,0,0,0,1955,-239654.17837425182,749000
501,2,10,13,0,790,40,0,0,0,0,0,1920,974238.4235126185,990000
4721,11,22,39,3020,555,10,0,2,2,3020,3000,1988,-1158421.378682585,0
22675,37,10,16,0,1210,9,0,0,0,0,0,1911,-539477.6281758212,564500
12073,32,10,8,0,1408,40,0,0,0,0,0,1966,191391.82947987877,2615000
479,2,10,8,0,790,1,0,0,0,0,0,1963,1249482.1445362638,540000
11194,26,34,109,12501,1015,54,0,4,4,12501,520,1927,-7606866.378682585,0
4684,11,17,17,0,560,1203,0,0,0,0,0,1954,1303649.745305574,515000
17167,29,9,11,0,504,39,0,0,0,0,0,1900,202109.6281139832,435000
16862,28,13,16,0,865,1032,1,0,1,0,0,1985,901977.8031606372,2031408
1591,4,15,17,0,174,1305,1,0,1,0,0,1920,1959900.2650987343,9164250
18378,39,7,31,2060,2157,62,7,0,7,2060,2440,1912,122374.62131741503,0
9654,25,13,18,0,1341,1090,1,0,1,0,0,1962,941886.465803103,0
11745,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,58900
831,2,13,11,0,800,1613,1,0,1,0,0,1901,2894723.0690276027,0
5818,13,13,15,0,1924,1035,1,0,1,0,0,2003,1485161.0798040829,899000
19842,32,13,16,0,1436,1243,1,0,1,0,0,1916,1023831.2738991124,499000
17611,33,10,16,0,1450,1,0,0,0,0,0,1966,-441344.93629422225,0
9860,25,13,16,0,1365,1406,1,0,1,0,0,1972,1429089.3669699556,646588
14852,26,45,97,0,1268,1201,0,0,1,0,0,2012,-2192159.4795667506,213390645
4367,11,13,15,0,571,1616,1,0,1,0,0,2006,2238135.7172328024,3950000
122,1,13,11,0,394,1510,1,0,1,0,0,1910,2818101.8491314226,730000
23929,39,7,4,2500,2132,37,19,2,21,2500,11895,1907,5854449.621317415,9675000
8848,25,13,15,0,1314,1183,1,0,1,0,0,1986,1239710.3875521575,0
4368,11,10,12,0,566,18,0,0,0,0,0,1964,670639.4352663043,599000
18574,39,10,8,0,2180,633,0,0,0,0,0,1951,598131.7504623835,477794
1306,4,8,11,5625,147,2,8,2,10,5625,25000,1915,7556849.621317415,18500000
23920,35,13,16,0,1171,2203,1,0,1,0,0,0,3145219.3677565507,830000
4176,12,9,6,0,603,1,0,0,0,0,0,1960,1082416.3429672155,1285000
3028,9,8,54,9200,818,19,75,0,75,9200,41300,1907,18086879.621317416,0
718,2,13,11,0,774,1039,1,0,1,0,0,0,3383966.683445159,2788000
11829,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,18000
24046,35,13,16,0,1171,4310,1,0,1,0,0,2008,4318453.035081049,1600000
1845,6,7,9,2271,448,39,15,0,15,2271,9810,1900,5623780.621317415,0
23811,35,13,16,0,1167,1141,1,0,1,0,0,2009,750355.8148071175,4350000
17687,32,10,11,0,1441,17,0,0,0,0,0,1964,-40886.84724711999,1400000
15578,32,13,15,0,1420,1386,1,0,1,0,0,1951,1233219.7137702783,2900000
23449,38,9,15,0,1889,33,0,0,0,0,0,1925,-450491.61612996366,340000
8908,25,13,15,0,1320,4247,1,0,1,0,0,1979,4693141.458378462,0
22080,33,13,16,0,1542,1035,1,0,1,0,0,1974,716590.3547465228,0
1987,6,10,10,0,431,31,0,0,0,0,0,1929,1028131.9429766741,750000
12069,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,42400
17522,32,10,11,0,1427,1,0,0,0,0,0,1966,-59801.44713208638,2100000
7778,21,10,16,0,321,1,0,0,0,0,0,1955,23683.964650642592,669000
17370,29,15,19,0,496,1103,1,0,1,0,0,1900,693691.2685721894,535599
17279,36,10,8,0,1241,52,0,0,0,0,0,1925,87882.64274580684,0
20474,33,2,61,2087,1509,145,2,0,2,2087,4160,1899,-1777970.378682585,9245000
19699,33,10,11,0,1518,49,0,0,0,0,0,1922,-17637.09743646579,2153000
6333,13,29,64,1749,1726,133,0,0,0,1749,0,0,-2706159.378682585,2000000
17803,31,13,16,0,16,7109,1,0,1,0,0,0,8837326.588658862,695000
18813,33,47,52,0,1411,1176,0,0,1,0,0,1942,564659.6474611149,0
5771,14,43,54,0,1652,1003,0,0,1,0,0,2013,1080233.8297745823,0
16745,33,7,4,2025,1457,3,8,1,9,2025,9775,1920,3855050.621317415,8700000
12222,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,81000
5569,13,7,6,5625,1913,30,27,5,32,5625,21690,1910,10023702.621317415,0
7599,22,4,13,0,1847,1401,0,0,0,0,0,0,3216296.0337534836,3053731
6408,14,16,18,0,1710,1211,0,1,1,0,0,2005,1171271.576204467,0
2674,8,13,18,0,53,1045,1,0,1,0,0,1903,1569446.1366373417,780000
20374,34,13,18,0,1554,1060,1,0,1,0,0,0,1748790.5301361396,750000
11182,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
12276,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,49500
2,1,3,3,2381,377,66,3,0,3,2381,3084,1899,3193505.621317415,2900000
2999,8,44,50,0,31,1348,0,0,1,0,0,1987,1959498.4617908853,0
6967,16,10,12,0,1969,25,0,0,0,0,0,1926,490741.483799919,70000
4566,11,13,16,0,558,1118,1,0,1,0,0,0,2806388.329306334,1325000
9480,25,13,13,0,1341,1558,1,0,1,0,0,1984,1800435.5310761645,0
6383,13,46,21,0,1830,1201,0,0,1,0,0,2008,3459192.8639126197,0
888,2,13,18,0,797,1848,1,0,1,0,0,2012,2610327.9502024543,2851100
4805,12,10,10,0,636,22,0,0,0,0,0,1964,775367.3599054771,700000
7042,22,13,11,0,1833,2148,1,0,1,0,0,1961,2714779.4152933643,1150000
690,2,13,13,0,753,1107,1,0,1,0,0,1925,2173804.168385086,675000
11712,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,56930
1168,4,10,8,0,178,25,0,0,0,0,0,1890,1260349.96985718,1800000
19031,35,17,19,0,1158,1007,0,0,0,0,0,1963,57373.61531556072,637000
22214,36,17,22,0,1179,1212,0,0,0,0,0,1962,45180.84960268624,665000
14997,28,7,5,2809,920,25,20,0,20,2809,9370,1900,5753512.621317415,0
4993,12,13,15,0,607,1453,1,0,1,0,0,2013,2013460.7770206206,16376715
12578,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,86570
9669,26,10,10,0,1046,23,0,0,0,0,0,1945,271872.7279765331,311000
14293,26,45,79,0,1027,1268,0,0,1,0,0,0,330806.78093155054,26364
19240,35,45,102,0,1138,1479,0,0,1,0,0,0,-1346337.0118436436,232206
14631,32,10,10,0,1398,60,0,0,0,0,0,1928,98873.79281300912,3100000
5066,12,13,15,0,624,1181,1,0,1,0,0,1910,1768386.4073208333,0
5248,12,13,18,0,637,1303,1,0,1,0,0,0,2838838.101705776,6875000
10056,26,10,16,0,1011,52,0,0,0,0,0,1940,-105549.2136065904,1860000
18364,38,13,11,0,2136,1019,1,0,1,0,0,0,2028274.1801587841,635000
10236,26,10,12,0,1271,21,0,0,0,0,0,1923,140137.32767028688,758000
5723,13,9,15,0,1948,3,0,0,0,0,0,1910,429562.9054738381,425000
12400,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,30800
22617,37,10,16,0,1204,29,0,0,0,0,0,1930,-528180.0487749036,4633038
1813,5,29,41,2410,1055,27,0,0,0,2410,0,0,-941301.378682585,5200000
6118,13,13,13,0,1943,1034,1,0,1,0,0,1900,1683058.2628887505,880500
11947,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,22000
1572,4,15,19,0,174,1104,1,0,1,0,0,1910,1601661.332577987,3160000
7999,24,13,15,0,1312,1135,1,0,1,0,0,0,2407600.9387297644,3200000
8627,25,2,31,1674,1370,5,2,0,2,1674,3200,1899,229827.62131741503,3300000
20866,33,17,17,0,1495,1002,0,0,0,0,0,1938,270061.56987922173,700000
15393,32,13,15,0,1397,1267,1,0,1,0,0,1959,1094955.7980060722,1500000
16915,32,7,27,2554,1432,15,16,0,16,2554,7400,1910,3039660.621317415,7500000
18406,39,10,8,0,2155,19,0,0,0,0,0,1923,-75857.51200735057,290000
16114,32,17,19,0,1469,1003,0,0,0,0,0,1962,155717.3967164792,900000
19236,32,10,12,0,1453,1,0,0,0,0,0,1963,-127516.38185754837,336000
13077,32,13,11,0,1439,1044,1,0,1,0,0,1987,1102172.3311840096,1175000
15951,29,10,10,0,518,38,0,0,0,0,0,1900,217897.5875314125,1600000
20087,34,13,18,0,1515,1362,1,0,1,0,0,1981,906930.7384726745,2300000
4680,11,17,22,0,560,1103,0,0,0,0,0,1959,843267.1843397818,2000000
1529,5,13,11,0,1051,1386,1,0,1,0,0,2008,2461328.8501555203,1527375
325,2,10,10,0,720,36,0,0,0,0,0,1900,1190026.3738980126,1200000
15223,34,8,33,5046,1615,11,30,0,30,5046,20905,1935,7431141.621317415,0
19970,36,13,15,0,1223,1240,1,0,1,0,0,1973,914852.2606949373,0
5883,13,12,15,0,1831,1019,1,0,1,0,0,1900,1582336.5880063414,314000
15504,26,45,71,0,1027,1329,0,0,1,0,0,0,951191.0716115492,0
7787,21,14,34,2192,418,57,2,2,4,2192,8768,1920,839350.621317415,0
7922,22,10,11,0,1836,37,0,0,0,0,0,1904,371656.3966684523,600000
1253,3,43,55,0,201,1016,0,0,1,0,0,0,2656595.424518718,0
2155,7,13,15,0,838,1066,1,0,1,0,0,2010,1755982.1280415612,0
14320,26,45,71,0,1027,1216,0,0,1,0,0,0,823978.4031693717,0
10325,27,13,11,0,920,1089,1,0,1,0,0,1988,1344273.6972450963,0
17079,32,10,11,0,1380,33,0,0,0,0,0,1910,10635.038418833632,715000
6586,20,22,42,2479,478,35,3,1,4,2479,7020,1900,-347791.37868258497,0
22254,35,13,13,0,1171,2614,1,0,1,0,0,2013,2613044.2195856227,2142325
9805,27,10,8,0,865,7,0,0,0,0,0,1979,339018.9324909714,700000
10965,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,58900
24988,39,44,55,0,2180,1215,0,0,1,0,0,2003,287037.7492387383,42000
9067,25,13,15,0,1343,1503,1,0,1,0,0,2014,1582638.181665192,2394887
16757,28,10,12,0,917,17,0,0,0,0,0,1963,46644.726750792935,286000
20520,33,7,7,2517,1567,9,12,0,12,2517,8590,1920,3988948.621317415,0
16845,28,13,16,0,862,1499,1,0,1,0,0,2005,1415837.6457644165,2350000
9310,25,13,13,0,1323,1096,1,0,1,0,0,1985,1280105.287625671,1699000
4482,12,13,11,0,610,1050,1,0,1,0,0,1931,1884520.5699587245,1775000
24241,37,13,13,0,1880,1038,1,0,1,0,0,1925,804091.0482756649,1017231
23893,39,7,4,4231,2108,81,25,5,30,4231,20051,1907,8627759.621317415,5900000
10394,26,13,18,0,1018,1257,1,0,1,0,0,2006,1074111.4764134833,2130000
14451,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,62835
15361,28,10,16,0,916,61,0,0,0,0,0,1955,-174880.27567310957,910000
5399,12,22,36,8912,602,28,1,4,5,8912,9750,1920,634218.621317415,31000000
13936,31,13,15,0,16,5503,1,0,1,0,0,1987,5912055.6062769685,635000
5048,12,10,12,0,626,12,0,0,0,0,0,1963,626987.048430949,0
23584,36,13,13,0,1223,1135,1,0,1,0,0,1925,963229.7901775748,0
1576,5,13,13,0,1061,1036,1,0,1,0,0,1950,1963796.8813192737,626223
1844,6,7,56,962,445,37,4,1,5,962,4163,1910,-460553.37868258497,0
7209,19,13,13,0,939,1014,1,0,1,0,0,2009,1398932.3125109295,1200000
15798,26,45,71,0,1027,1356,0,0,1,0,0,0,981587.0189384413,100
19307,35,47,25,0,1171,2445,0,0,1,0,0,2004,3750797.3625035724,0
14451,26,45,79,0,1027,1296,0,0,1,0,0,0,362328.5040853643,0
533,2,10,10,0,799,35,0,0,0,0,0,1958,1152627.9370484506,182743
19348,33,9,9,0,1548,14,0,0,0,0,0,1900,145155.8726828969,265000
10108,27,13,11,0,862,1454,1,0,1,0,0,2005,1746241.8150755628,2585000
26091,37,17,21,0,1883,1002,0,0,0,0,0,1930,-154082.22417610046,850000
1129,3,43,54,0,281,1107,0,0,1,0,0,2009,1626964.5155902798,974969
11697,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,49900
10371,26,13,13,0,1040,1692,1,0,1,0,0,1989,1918334.375569032,0
19435,34,10,16,0,1522,14,0,0,0,0,0,1923,-438783.7081430191,640000
23551,38,10,16,0,1882,8,0,0,0,0,0,1923,-598018.5478494242,849000
14798,26,45,79,0,1027,1377,0,0,1,0,0,0,453516.34606604045,0
23568,35,13,16,0,1140,2132,1,0,1,0,0,1987,1879696.442167902,0
17335,36,10,8,0,1247,1,0,0,0,0,0,1909,39895.01271030959,2600000
10357,26,13,13,0,1040,1503,1,0,1,0,0,1989,1705562.7442807877,840000
15395,35,10,8,0,1118,36,0,0,0,0,0,1930,105693.1214449089,3600000
7601,21,7,4,3272,271,37,20,1,21,3272,13910,1920,7055450.621317415,0
11593,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,58900
10895,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,59540
18970,32,10,12,0,1432,5,0,0,0,0,0,1962,-121978.55853118422,475000
2739,8,46,24,0,33,1003,0,0,1,0,0,1931,3294043.1067755437,0
15367,26,45,71,0,1027,1316,0,0,1,0,0,0,936555.9858615636,1
3356,10,10,8,0,902,1,0,0,0,0,0,1962,957791.8117777216,1040000
17182,36,10,8,0,1224,29,0,0,0,0,0,1966,37867.14350362634,1200000
3996,10,14,34,1531,881,61,5,2,7,1531,6124,1910,1165430.621317415,7400000
4931,13,9,6,0,1821,22,0,0,0,0,0,1900,1080245.771000307,462000
20006,33,10,11,0,1559,10,0,0,0,0,0,1955,-82097.95091336081,0
2807,9,10,11,0,816,31,0,0,0,0,0,1964,821515.770565785,875000
2202,7,13,16,0,762,1109,1,0,1,0,0,2005,1739995.622535884,900000
20901,33,22,40,1406,1500,57,2,2,4,1406,4146,1915,-1388328.378682585,13425000
368,2,10,11,0,748,1,0,0,0,0,0,1963,1043465.5976094566,80443
15308,35,8,33,2010,1122,21,5,0,5,2010,6476,1900,580406.621317415,9050000
17490,30,1,27,477,97,44,1,0,1,477,1900,1998,-24285.378682584967,0
23962,37,10,11,0,1851,12,0,0,0,0,0,1930,-215984.20489629498,415000
13068,32,13,11,0,1438,3679,1,0,1,0,0,1996,4063239.4789336994,1390046
18862,32,17,17,0,1395,1002,0,0,0,0,0,1963,293465.0541695715,586106
9739,25,45,97,0,1319,1442,0,0,1,0,0,2002,-1879696.4363606046,16945539
1967,6,10,11,0,452,6,0,0,0,0,0,1928,931182.8316302295,900000
12506,27,9,9,0,1963,34,0,0,0,0,0,1920,364545.82739407243,1289000
15414,26,45,71,0,1027,1319,0,0,1,0,0,0,939933.3133423296,0
1452,4,13,15,0,175,1518,1,0,1,0,0,1920,2441114.557861301,2700908
7780,21,10,16,0,321,1,0,0,0,0,0,1955,23683.964650642592,720000
21137,33,10,12,0,1523,59,0,0,0,0,0,1920,-74253.5538740321,480000
693,2,13,16,0,722,1017,1,0,1,0,0,0,3015463.515120761,795000
3237,9,13,13,0,857,1273,1,0,1,0,0,2013,2052270.4766279222,4326100
7446,21,10,10,0,321,1,0,0,0,0,0,1955,437467.9385789628,795000
18287,35,10,10,0,1184,87,0,0,0,0,0,1930,23804.005821217783,340000
3247,10,10,8,0,877,74,0,0,0,0,0,1931,1059001.542403351,400000
1630,5,7,4,2521,1058,41,15,0,15,2521,9875,1901,6003313.621317415,2600000
18196,33,13,18,0,1433,1119,1,0,1,0,0,2011,653410.5082335598,4321898
967,2,23,43,1852,799,63,0,3,3,1852,3980,1920,-820233.378682585,9174156
6081,17,10,8,0,2250,54,0,0,0,0,0,1953,741024.7514244025,910000
22507,37,9,15,0,1217,22,0,0,0,0,0,1900,-397699.0063794241,685000
19425,32,13,16,0,1375,1219,1,0,1,0,0,1941,983159.1264881897,1425550
14644,26,45,71,0,1027,1244,0,0,1,0,0,0,855500.1263231854,15055
6377,14,7,5,4844,1616,39,28,2,30,4844,37768,1930,13407180.621317415,5000000
3243,9,13,16,0,849,1632,1,0,1,0,0,1913,2309398.76201204,873000
21147,39,10,10,0,2180,450,0,0,0,0,0,1963,247022.7828262304,294000
24253,40,10,16,0,2177,234,0,0,0,0,0,1951,-438946.3415350192,250000
7194,19,9,11,0,924,5,0,0,0,0,0,1910,511549.8821154428,1075000
7959,22,13,13,0,1832,1008,1,0,1,0,0,1900,1329904.8251033411,630000
152,1,14,12,2201,393,4,4,1,5,2201,5608,1900,2653356.621317415,7215000
11739,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
